feature,symbol,name
mRNA,LOC118263656,"endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase-like"
mRNA,LOC118263676,uncharacterized LOC118263676
mRNA,LOC118263689,carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like
mRNA,LOC118263705,"ATP synthase subunit b, mitochondrial-like"
mRNA,LOC118263713,kunitz-type U19-barytoxin-Tl1a-like
mRNA,LOC118266025,kunitz-type serine protease inhibitor A-like
mRNA,LOC118268306,uncharacterized LOC118268306
mRNA,LOC118276216,chitinase-like protein EN03
mRNA,LOC118282294,uncharacterized LOC118282294
mRNA,LOC118264166,uncharacterized LOC118264166
mRNA,LOC118282299,uncharacterized LOC118282299
mRNA,LOC118282307,nucleobindin-2-like
mRNA,LOC118263389,intraflagellar transport protein 122 homolog
ncRNA,LOC118263398,uncharacterized LOC118263398
mRNA,LOC118265668,protein scabrous-like
mRNA,LOC118264253,hypodermin-A-like
mRNA,LOC118264341,uncharacterized LOC118264341
mRNA,LOC118265187,sulfhydryl oxidase 1-like
mRNA,LOC118265191,flotillin-1-like
ncRNA,LOC118264113,uncharacterized LOC118264113
ncRNA,LOC118264107,uncharacterized LOC118264107
mRNA,LOC118278004,RING finger and SPRY domain-containing protein 1-like
mRNA,LOC118278348,uncharacterized protein K02A2.6-like
ncRNA,LOC118268920,uncharacterized LOC118268920
ncRNA,LOC118261815,uncharacterized LOC118261815
mRNA,LOC118282310,uncharacterized LOC118282310
mRNA,LOC118261860,coatomer subunit gamma-like
mRNA,LOC118261937,period circadian protein-like
mRNA,LOC118263000,protein grindelwald-like
mRNA,LOC118266552,WAS/WASL-interacting protein family member 3-like
mRNA,LOC118267000,flightin-like
mRNA,LOC118262285,uncharacterized LOC118262285
mRNA,LOC118268320,V-type proton ATPase 116 kDa subunit a1-like
mRNA,LOC118268650,uncharacterized LOC118268650
mRNA,LOC118264459,lipase 3-like
mRNA,LOC118264951,lipase 3-like
mRNA,LOC118263404,epithelial discoidin domain-containing receptor 1-like
mRNA,LOC118263408,uncharacterized LOC118263408
mRNA,LOC118263423,polypeptide N-acetylgalactosaminyltransferase 35A-like
mRNA,LOC118264134,ubiquinol-cytochrome c reductase iron-sulfur subunit-like
mRNA,LOC118267432,uncharacterized LOC118267432
mRNA,LOC118267299,ubiquitin carboxyl-terminal hydrolase 35-like
mRNA,LOC118267330,uncharacterized LOC118267330
mRNA,LOC118268072,SPARC-related modular calcium-binding protein 1-like
mRNA,LOC118264496,uncharacterized LOC118264496
mRNA,LOC118268103,kunitz-type serine protease inhibitor A-like
mRNA,LOC118268111,BPTI/Kunitz domain-containing protein-like
mRNA,LOC118268121,uncharacterized LOC118268121
mRNA,LOC118268059,peptide transporter family 1-like
mRNA,LOC118266906,T-cell acute lymphocytic leukemia protein 1 homolog
mRNA,LOC118266943,uncharacterized LOC118266943
mRNA,LOC118266950,palmitoyltransferase ZDHHC16-like
mRNA,LOC118266958,LON peptidase N-terminal domain and RING finger protein 1-like
mRNA,LOC118266218,circadian locomoter output cycles protein kaput-like
mRNA,LOC118266209,multidrug resistance protein homolog 49-like
mRNA,LOC118266251,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like
mRNA,LOC118266260,multidrug resistance protein homolog 49-like
mRNA,LOC118264034,dendritic arbor reduction protein 1-like
mRNA,LOC118264026,sodium- and chloride-dependent glycine transporter 1-like
mRNA,LOC118265224,uncharacterized LOC118265224
mRNA,LOC118263298,prostaglandin E synthase 2-like
mRNA,LOC118269165,ankyrin repeat domain-containing protein 12-like
mRNA,LOC118269221,surfeit locus protein 1-like
mRNA,LOC118269211,uncharacterized LOC118269211
mRNA,LOC118262085,acetyl-coenzyme A synthetase-like
mRNA,LOC118262343,membrane-bound transcription factor site-1 protease-like
mRNA,LOC118264578,uncharacterized LOC118264578
mRNA,LOC118264548,uncharacterized LOC118264548
mRNA,LOC118264570,corepressor interacting with RBPJ 1-like
mRNA,LOC118264579,lysophospholipase-like protein 1
mRNA,LOC118264599,protein SREK1IP1-like
mRNA,LOC118264560,"6-phosphogluconate dehydrogenase, decarboxylating-like"
mRNA,LOC118264556,mediator of RNA polymerase II transcription subunit 23-like
mRNA,LOC118279826,failed axon connections-like
mRNA,LOC118268927,uncharacterized LOC118268927
mRNA,LOC118267208,protein Teyrha-meyrha-like
misc_RNA,LOC118267168,uncharacterized LOC118267168
ncRNA,LOC118267285,uncharacterized LOC118267285
ncRNA,LOC118267288,uncharacterized LOC118267288
mRNA,LOC118267256,cdc42 homolog
mRNA,LOC118267240,peroxiredoxin-6-like
mRNA,LOC118267158,angiopoietin-related protein 2-like
mRNA,LOC118267217,ubiquitin carboxyl-terminal hydrolase isozyme L5-like
mRNA,LOC118267183,lysophospholipid acyltransferase 5-like
ncRNA,LOC118267292,uncharacterized LOC118267292
mRNA,LOC118267249,pancreas transcription factor 1 subunit alpha-like
mRNA,LOC118267198,enolase-like
mRNA,LOC118267236,dephospho-CoA kinase domain-containing protein-like
mRNA,LOC118267263,uncharacterized LOC118267263
mRNA,LOC118267274,uncharacterized LOC118267274
mRNA,LOC118267151,autophagy-related protein 9A-like
mRNA,LOC118262265,flocculation protein FLO11-like
mRNA,LOC118276367,D-3-phosphoglycerate dehydrogenase-like
mRNA,LOC118276446,neurofilament medium polypeptide-like
mRNA,LOC118264742,piggyBac transposable element-derived protein 2-like
mRNA,LOC118265922,prostatic acid phosphatase-like
mRNA,LOC118263163,uncharacterized LOC118263163
mRNA,LOC118263172,uncharacterized LOC118263172
mRNA,LOC118263180,probable cationic amino acid transporter
mRNA,LOC118264821,ATP-dependent DNA helicase PIF1-like
mRNA,LOC118266183,uncharacterized LOC118266183
mRNA,LOC118263541,uncharacterized LOC118263541
mRNA,LOC118262293,neurocalcin homolog
mRNA,LOC118262318,neuronal calcium sensor 2-like
mRNA,LOC118262048,activated Cdc42 kinase-like
mRNA,LOC118262475,uncharacterized LOC118262475
mRNA,LOC118264997,uncharacterized LOC118264997
mRNA,LOC118265330,protein SERAC1-like
ncRNA,LOC118266668,uncharacterized LOC118266668
mRNA,LOC118267393,piggyBac transposable element-derived protein 4-like
mRNA,LOC118267415,forkhead box protein F2-like
mRNA,LOC118267409,tudor domain-containing protein 6-like
mRNA,LOC118267396,uncharacterized LOC118267396
mRNA,LOC118264608,zinc finger protein 182-like
mRNA,LOC118263567,ubiquitin-conjugating enzyme E2 G2
mRNA,LOC118263603,autophagy-related protein 13 homolog
mRNA,LOC118263576,uncharacterized LOC118263576
mRNA,LOC118263582,nostrin-like
mRNA,LOC118268198,transmembrane protein 198-like
mRNA,LOC118268186,protein DDI1 homolog 2-like
mRNA,LOC118267491,breast cancer anti-estrogen resistance protein 3 homolog
mRNA,LOC118268161,protein insensitive-like
ncRNA,LOC118268176,uncharacterized LOC118268176
mRNA,LOC118266844,alpha-mannosidase 2-like
mRNA,LOC118267037,ADP-ribosylation factor-like protein 5A
ncRNA,LOC118267046,uncharacterized LOC118267046
mRNA,LOC118267030,alpha-mannosidase 2-like
mRNA,LOC118266277,L-galactose dehydrogenase-like
mRNA,LOC118262708,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase S-like
mRNA,LOC118262687,uncharacterized LOC118262687
mRNA,LOC118262721,sensory neuron membrane protein 2-like
mRNA,LOC118262715,uncharacterized protein PB18E9.04c-like
mRNA,LOC118266262,protein AF-10-like
mRNA,LOC118268686,proton-coupled amino acid transporter-like protein pathetic
mRNA,LOC118265234,uncharacterized LOC118265234
mRNA,LOC118265250,GRB10-interacting GYF protein 2-like
ncRNA,LOC118265279,uncharacterized LOC118265279
ncRNA,LOC118269133,uncharacterized LOC118269133
mRNA,LOC118273290,otoferlin-like
ncRNA,LOC118273502,uncharacterized LOC118273502
mRNA,LOC118262505,phytanoyl-CoA dioxygenase domain-containing protein 1-like
mRNA,LOC118267455,uncharacterized LOC118267455
mRNA,LOC118263144,phytanoyl-CoA dioxygenase domain-containing protein 1 homolog
mRNA,LOC118263154,cubilin-like
mRNA,LOC118268783,solute carrier family 35 member F6-like
mRNA,LOC118268839,proton-coupled amino acid transporter-like protein CG1139
mRNA,LOC118264186,swi5-dependent recombination DNA repair protein 1 homolog
mRNA,LOC118266889,proton-coupled amino acid transporter-like protein CG1139
mRNA,LOC118264474,proton-coupled amino acid transporter-like protein CG1139
mRNA,LOC118268703,hepatic leukemia factor-like0
mRNA,LOC118268812,DNA ligase 1-like
misc_RNA,LOC118268843,OCIA domain-containing protein 1-like
mRNA,LOC118268768,protein cycle-like
mRNA,LOC118268803,G-protein-signaling modulator 2-like
mRNA,LOC118268837,LIM/homeobox protein Awh-like
mRNA,LOC118268821,protein henna-like
mRNA,LOC118268826,"ATP synthase subunit gamma, mitochondrial-like"
mRNA,LOC118268856,glycine cleavage system H protein-like
mRNA,LOC118264312,amino acid transporter AVT1A-like
mRNA,LOC118261721,protein furry-like
mRNA,LOC118274298,thyrotropin-releasing hormone receptor-like
mRNA,LOC118269095,H(+)/Cl(-) exchange transporter 3-like
mRNA,LOC118264772,transcription initiation factor TFIID subunit 4-like
mRNA,LOC118275640,coatomer subunit beta'-like
mRNA,LOC118266449,proton-coupled amino acid transporter-like protein CG1139
mRNA,LOC118266470,PE-PGRS family protein PE_PGRS16-like
mRNA,LOC118266490,GATOR complex protein NPRL2-like
mRNA,LOC118266501,uncharacterized LOC118266501
mRNA,LOC118266480,uncharacterized LOC118266480
mRNA,LOC118261897,ecdysone-induced protein 78C-like
mRNA,LOC118268232,serine/threonine-protein kinase tricorner-like
mRNA,LOC118264445,uncharacterized LOC118264445
mRNA,LOC118262121,Y+L amino acid transporter 2-like
mRNA,LOC118268317,vacuolar protein sorting-associated protein 13B-like
mRNA,LOC118268427,RING finger protein 17-like
mRNA,LOC118268570,proton-coupled amino acid transporter-like protein CG1139
mRNA,LOC118268559,E3 ubiquitin-protein ligase UHRF1-like
mRNA,LOC118263075,uncharacterized LOC118263075
mRNA,LOC118263050,protein angel homolog 1-like
mRNA,LOC118262972,potassium voltage-gated channel protein Shaker-like
mRNA,LOC118268900,mitochondrial fission regulator 1-like
mRNA,LOC118263264,DNA-binding protein D-ETS-3-like
ncRNA,LOC118263274,uncharacterized LOC118263274
mRNA,LOC118263262,dynein regulatory complex protein 11-like
tRNA,Trnav-aac,tRNA-Val
mRNA,LOC118264662,"succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like"
mRNA,LOC118265161,uncharacterized LOC118265161
mRNA,LOC118264961,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial-like"
mRNA,LOC118263543,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial-like"
mRNA,LOC118265389,protein SCAI-like
ncRNA,LOC118265424,uncharacterized LOC118265424
mRNA,LOC118265416,"succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like"
mRNA,LOC118265412,uncharacterized LOC118265412
mRNA,LOC118265432,uncharacterized LOC118265432
mRNA,LOC118267117,"calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A-like"
ncRNA,LOC118267141,uncharacterized LOC118267141
ncRNA,LOC118264467,uncharacterized LOC118264467
mRNA,LOC118265303,uncharacterized LOC118265303
mRNA,LOC118282433,F-box/WD repeat-containing protein 7-like
mRNA,LOC118282471,protein bric-a-brac 1-like
mRNA,LOC118264049,CCR4-NOT transcription complex subunit 1-like
ncRNA,LOC118264076,uncharacterized LOC118264076
ncRNA,LOC118264152,uncharacterized LOC118264152
mRNA,LOC118264159,paraplegin-like
mRNA,LOC118264169,uncharacterized LOC118264169
mRNA,LOC118268289,LIM homeobox transcription factor 1-beta-like
mRNA,LOC118268507,uncharacterized LOC118268507
mRNA,LOC118263552,chondroitin sulfate proteoglycan 4-like
mRNA,LOC118263381,alpha-tocopherol transfer protein-like
ncRNA,LOC118264217,uncharacterized LOC118264217
mRNA,LOC118264829,uncharacterized LOC118264829
mRNA,LOC118264813,galactose mutarotase-like
mRNA,LOC118265725,basement membrane-specific heparan sulfate proteoglycan core protein-like
mRNA,LOC118265680,uncharacterized LOC118265680
mRNA,LOC118265220,uncharacterized LOC118265220
mRNA,LOC118264261,uncharacterized LOC118264261
mRNA,LOC118265406,PDF receptor-like
mRNA,LOC118265679,tubulin polymerization-promoting protein homolog
mRNA,LOC118265677,tubulin polymerization-promoting protein homolog
mRNA,LOC118264100,solute carrier family 35 member B1 homolog
mRNA,LOC118263888,coiled-coil domain-containing protein AGAP005037-like
ncRNA,LOC118264020,uncharacterized LOC118264020
ncRNA,LOC118264010,uncharacterized LOC118264010
mRNA,LOC118264003,uncharacterized LOC118264003
mRNA,LOC118263992,uncharacterized LOC118263992
mRNA,LOC118263982,uncharacterized LOC118263982
mRNA,LOC118263463,tyrosine-protein phosphatase corkscrew-like
mRNA,LOC118262559,sodium-dependent dopamine transporter-like
mRNA,LOC118264437,trypsin-like
mRNA,LOC118264320,E3 ubiquitin-protein ligase MYCBP2-like3
mRNA,LOC118264420,uncharacterized LOC118264420
ncRNA,LOC118264444,uncharacterized LOC118264444
mRNA,LOC118264395,uncharacterized LOC118264395
mRNA,LOC118264405,uncharacterized LOC118264405
mRNA,LOC118282267,kalirin-like
ncRNA,LOC118272612,uncharacterized LOC118272612
mRNA,LOC118272480,L-lactate dehydrogenase-like
mRNA,LOC118268533,L-lactate dehydrogenase B chain-like
mRNA,LOC118264178,uncharacterized LOC118264178
mRNA,LOC118278213,uncharacterized LOC118278213
mRNA,LOC118269733,uncharacterized LOC118269733
mRNA,LOC118275673,uncharacterized LOC118275673
mRNA,LOC118275664,uncharacterized LOC118275664
mRNA,LOC118269776,transcriptional regulatory protein AlgP-like
mRNA,LOC118276711,serine protease 52-like
mRNA,LOC118277401,alpha-crystallin A chain-like
mRNA,LOC118279236,centrosomal protein of 131 kDa-like
mRNA,LOC118277109,alpha-crystallin A chain-like
mRNA,LOC118277813,uncharacterized LOC118277813
mRNA,LOC118269793,uncharacterized LOC118269793
mRNA,LOC118272638,tripeptidyl-peptidase 2-like
mRNA,LOC118272652,mitotic spindle assembly checkpoint protein MAD2B-like
mRNA,LOC118278245,gamma-butyrobetaine dioxygenase-like
mRNA,LOC118277510,"sulfite oxidase, mitochondrial-like"
mRNA,LOC118275653,lipase 3-like
ncRNA,LOC118276747,uncharacterized LOC118276747
ncRNA,LOC118277806,uncharacterized LOC118277806
mRNA,LOC118278926,odorant receptor 4-like
mRNA,LOC118269801,uncharacterized LOC118269801
mRNA,LOC118276293,Down syndrome cell adhesion molecule-like protein Dscam2
mRNA,LOC118269809,Down syndrome cell adhesion molecule-like protein Dscam2
mRNA,LOC118277440,Down syndrome cell adhesion molecule-like protein Dscam2
ncRNA,LOC118277446,uncharacterized LOC118277446
mRNA,LOC118277454,Down syndrome cell adhesion molecule-like protein Dscam2
mRNA,LOC118275714,Down syndrome cell adhesion molecule-like protein Dscam2
mRNA,LOC118271504,gamma-1-syntrophin-like
mRNA,LOC118271491,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like
mRNA,LOC118271476,atrial natriuretic peptide-converting enzyme-like
ncRNA,LOC118279985,U6 spliceosomal RNA
mRNA,LOC118275483,lipase 3-like
mRNA,LOC118276821,"sulfite oxidase, mitochondrial-like"
mRNA,LOC118270636,gamma-butyrobetaine dioxygenase-like
mRNA,LOC118270641,mitotic spindle assembly checkpoint protein MAD2B-like
mRNA,LOC118270623,tripeptidyl-peptidase 2-like
mRNA,LOC118270642,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1-like
mRNA,LOC118270640,uncharacterized LOC118270640
mRNA,LOC118270121,uncharacterized LOC118270121
mRNA,LOC118277123,uncharacterized LOC118277123
ncRNA,LOC118277425,uncharacterized LOC118277425
mRNA,LOC118276752,alpha-crystallin A chain-like
mRNA,LOC118278876,GRIP domain-containing protein RUD3-like
mRNA,LOC118276105,alpha-crystallin A chain-like
mRNA,LOC118276742,serine protease 52-like
mRNA,LOC118276112,probable G-protein coupled receptor 158
mRNA,LOC118270133,probable G-protein coupled receptor 158
mRNA,LOC118274391,uncharacterized LOC118274391
mRNA,LOC118275028,putative cystathionine gamma-lyase 2
mRNA,LOC118275034,putative cystathionine gamma-lyase 2
mRNA,LOC118275038,uncharacterized LOC118275038
mRNA,LOC118276394,protein lethal(2)essential for life-like
mRNA,LOC118278945,protein lethal(2)essential for life-like
mRNA,LOC118277229,protein lethal(2)essential for life-like
ncRNA,LOC118277240,uncharacterized LOC118277240
mRNA,LOC118274029,myrosinase 1-like
mRNA,LOC118274039,zinc transporter 2-like
mRNA,LOC118274080,uncharacterized LOC118274080
mRNA,LOC118274021,uncharacterized LOC118274021
ncRNA,LOC118274088,uncharacterized LOC118274088
mRNA,LOC118274070,transmembrane protein 205-like
mRNA,LOC118274060,protein adenylyltransferase Fic-like
mRNA,LOC118278332,kinesin-like protein KIF2A
ncRNA,LOC118278419,uncharacterized LOC118278419
mRNA,LOC118278409,bifunctional arginine demethylase and lysyl-hydroxylase PSR-like
mRNA,LOC118277736,"cytochrome c oxidase subunit 5A, mitochondrial-like"
mRNA,LOC118277654,DNA-binding protein Ewg-like
mRNA,LOC118277723,"5-demethoxyubiquinone hydroxylase, mitochondrial-like"
mRNA,LOC118277699,protein shifted-like
mRNA,LOC118275568,neuroglian-like
mRNA,LOC118275558,uncharacterized LOC118275558
mRNA,LOC118275544,scm-like with four MBT domains protein 1
mRNA,LOC118269598,CSC1-like protein 2
mRNA,LOC118279233,uncharacterized LOC118279233
mRNA,LOC118272400,translocon-associated protein subunit beta-like
mRNA,LOC118272405,protein POLR1D-like
mRNA,LOC118272395,centromere/kinetochore protein zw10 homolog
mRNA,LOC118275296,RCC1-like G exchanging factor-like protein
mRNA,LOC118275307,mediator of RNA polymerase II transcription subunit 27-like
mRNA,LOC118271171,neuronal acetylcholine receptor subunit alpha-7-like
mRNA,LOC118270212,uncharacterized LOC118270212
mRNA,LOC118275930,uncharacterized LOC118275930
rRNA,LOC118279951,5S ribosomal RNA
rRNA,LOC118280012,5S ribosomal RNA
rRNA,LOC118280018,5S ribosomal RNA
mRNA,LOC118278256,KH domain-containing protein 3-like
mRNA,LOC118277131,uncharacterized LOC118277131
mRNA,LOC118275428,collagen alpha-2(I) chain-like
ncRNA,LOC118277147,uncharacterized LOC118277147
mRNA,LOC118270219,uncharacterized LOC118270219
mRNA,LOC118276691,neuroligin-3-like
