ATP6	ATP6^ATP6_ANOQU^ATP6_AEDAL^Tm1
LOC118262124	LOC118262124^UNC5_DROME^I-set^sigP^Tm1
LOC118262125	LOC118262125^CUA3A_TENMO^Chitin_bind_4^sigP^Tm2
LOC118262126	LOC118262126^CU07_LOCMI^CU19_LOCMI^Chitin_bind_4^sigP^Tm1
LOC118262127	LOC118262127^CU18A_LOCMI^Chitin_bind_4^sigP^Tm6
LOC118262128	LOC118262128^CU08_LOCMI^CU19_LOCMI^Chitin_bind_4^sigP^Tm2
LOC118262129	LOC118262129^CU18A_LOCMI^Chitin_bind_4^sigP^Tm4
LOC118262130	LOC118262130^CHERP_MOUSE^CID^Surp^Tm1
LOC118262131	LOC118262131^GLR1_DROME^ANF_receptor^sigP^Tm1
LOC118262132	LOC118262132^NSF1_DROME^CDC48_N
LOC118262133	LOC118262133^ELOF1_MANSE^Elf1
LOC118262134	LOC118262134^sigP^Tm1
LOC118262135	LOC118262135^Tm1
LOC118262136	LOC118262136^SUMF1_HUMAN^FGE-sulfatase^sigP^Tm1
LOC118262137	LOC118262137^ELVL1_AEDAE^ELO^Tm7
LOC118262138	LOC118262138^TRABD_MOUSE^TraB_PrgY_gumN^Tm1
LOC118262139	LOC118262139^sigP^Tm1
LOC118262140	LOC118262140^TRABD_MOUSE^TraB_PrgY_gumN
LOC118262141	LOC118262141^ENPL_BOVIN^ENPL_RAT^HATPase_c^sigP^Tm1
LOC118262142	LOC118262142^APP_DROME^DHHC^Tm4
LOC118262143	LOC118262143^S35E1_DROME^TPT^sigP^Tm6
LOC118262144	LOC118262144^RHG01_HUMAN^CRAL_TRIO
LOC118262146	LOC118262146^ACH2_BOMMO^Serpin^sigP
LOC118262147	LOC118262147^DJC14_MOUSE^DnaJ^sigP^Tm1
LOC118262148	LOC118262148^TSR1_DROME^AARP2CN^sigP
LOC118262149	LOC118262149^TSR1_DROME^AARP2CN^sigP^Tm1
LOC118262150	LOC118262150^CATA_PONAB^Catalase^sigP^Tm1
LOC118262151	LOC118262151^CATA_CALJA^Catalase^sigP^Tm1
LOC118262152	LOC118262152^RNO_DROME^EPL1^sigP^Tm1
LOC118262153	LOC118262153^CATA_HUMAN^Catalase^sigP^Tm1
LOC118262154	LOC118262154^S61A2_MOUSE^Plug_translocon^Tm10
LOC118262156	LOC118262156^GLSN_MEDSA^GATase_2^sigP^Tm1
LOC118262157	LOC118262157^GAK_RAT^PK_Tyr_Ser-Thr^sigP^Tm1
LOC118262158	LOC118262158^DUF4497^sigP^Tm2
LOC118262159	LOC118262159^ISY1_RAT^Isy1
LOC118262160	LOC118262160^F120C_MOUSE^F120A_XENTR^F120C_HUMAN^sigP^Tm1
LOC118262161	LOC118262161^GPN2_HUMAN^SRP54^Tm1
LOC118262162	LOC118262162^MIDN_DROME^ubiquitin
LOC118262163	LOC118262163^S61A2_MOUSE^Plug_translocon^Tm10
LOC118262164	LOC118262164^DMAD_DROME^Tet_JBP^sigP^Tm1
LOC118262183	LOC118262183^TOPB1_MOUSE^BRCT
LOC118262184	LOC118262184^SYEM_CHICK^tRNA-synt_1c^Tm1
LOC118262185	LOC118262185^JHBP^sigP
LOC118262186	LOC118262186^JHBP^sigP^Tm1
LOC118262187	LOC118262187^JHBP^sigP
LOC118262188	LOC118262188^JHBP^sigP
LOC118262189	LOC118262189^ABHGA_HUMAN^ABHGA_PONAB^sigP^Tm2
LOC118262190	LOC118262190^TAKT_DROME^JHBP
LOC118262191	LOC118262191^TAKT_DROME^JHBP
LOC118262192	LOC118262192^TAKT_DROME^JHBP^sigP^Tm1
LOC118262193	LOC118262193^NLGN4_MOUSE^COesterase^sigP^Tm1
LOC118262194	LOC118262194^PGBD3_HUMAN^DDE_Tnp_1_7^sigP^Tm1
LOC118262196	LOC118262196^POL2_DROME^RVT_1^sigP^Tm1
LOC118262197	LOC118262197^TXJ1A_SCOMO^sigP
LOC118262198	LOC118262198^MCTP_DROME^C2^Tm2
LOC118262199	LOC118262199^MCTP_DROME^C2^Tm2
LOC118262200	LOC118262200^GPM6B_MOUSE^Myelin_PLP^Tm4
LOC118262201	LOC118262201^GOSR2_DROME^V-SNARE_C^Tm1
LOC118262202	LOC118262202^PAK_DROME^PAK1_RAT^PAK1_BOVIN^PBD^sigP^Tm1
LOC118262203	LOC118262203^MSRB_DROME^SelR^Tm1
LOC118262204	LOC118262204^PKCB1_HUMAN^Bromodomain^sigP^Tm2
LOC118262205	LOC118262205^MTMR9_HUMAN^Myotub-related^Tm1
LOC118262207	LOC118262207^ADCY8_HUMAN^AC_N^Tm9
LOC118262208	LOC118262208^ANO1_MOUSE^Anoct_dimer^Tm6
LOC118262209	LOC118262209^GR05A_DROME^GR64A_DROME^Trehalose_recp^sigP^Tm7
LOC118262210	LOC118262210^GR64A_DROME^7tm_7^sigP^Tm7
LOC118262211	LOC118262211^Trehalose_recp^Tm3
LOC118262212	LOC118262212^HBS1_DROME^HBS1_N^Tm1
LOC118262213	LOC118262213^PTPA_BOVIN^PTPA^Tm1
LOC118262214	LOC118262214^RRAGA_RAT^Arf
LOC118262215	LOC118262215^BCA1_CAEEL^Pro_CA^sigP^Tm1
LOC118262216	LOC118262216^HIG1A_PONAB^HIG_1_N^Tm2
LOC118262217	LOC118262217^GR64F_DROME^Trehalose_recp^Tm4
LOC118262219	LOC118262219^GR64F_DROME^Trehalose_recp^Tm7
LOC118262220	LOC118262220^TAKT_DROME^JHBP
LOC118262221	LOC118262221^sigP^Tm4
LOC118262222	LOC118262222^JHBP
LOC118262223	LOC118262223^SPB5_XENTR^Serpin^sigP^Tm4
LOC118262224	LOC118262224^CHE1_ANTPO^OAM_ASCSU^Tm3
LOC118262225	LOC118262225^L259_DROME^ABC_membrane^sigP^Tm1
LOC118262226	LOC118262226^DALY_DROME^Glypican^sigP
LOC118262227	LOC118262227^Tm2
LOC118262228	LOC118262228^CHE1_ANTPO^OAM_ASCSU^Tm4
LOC118262229	LOC118262229^NACH_DROVI^ASC^Tm1
LOC118262231	LOC118262231^Tm2
LOC118262232	LOC118262232^GPC6_PONAB^Glypican^sigP
LOC118262233	LOC118262233^KLDC4_MOUSE^Kelch_4^Tm1
LOC118262234	LOC118262234^KRBA1^sigP^Tm1
LOC118262235	LOC118262235^sigP^Tm2
LOC118262237	LOC118262237^PKCB1_HUMAN^PWWP^sigP^Tm1
LOC118262238	LOC118262238^H6ST2_CHICK^Sulfotransfer_2^Tm1
LOC118262239	LOC118262239^EST6_APIME^COesterase^sigP^Tm1
LOC118262240	LOC118262240^QRIC2_MOUSE^QRIC2_HUMAN^DUF4795^sigP
LOC118262241	LOC118262241^TAM41_RAT^Tam41_Mmp37^Tm1
LOC118262242	LOC118262242^MMP14_RAT^PG_binding_1^sigP
LOC118262243	LOC118262243^M860_ARATH
LOC118262244	LOC118262244^sigP
LOC118262245	LOC118262245^sigP
LOC118262246	LOC118262246^Tm2
LOC118262247	LOC118262247^SNF^sigP^Tm1
LOC118262248	LOC118262248^JHBP^sigP
LOC118262249	LOC118262249^ZCH24_MOUSE^zf-3CxxC_2
LOC118262251	LOC118262251^EFHC1_MOUSE^DM10_dom
LOC118262252	LOC118262252^MTEF5_DROME^Tm1
LOC118262253	LOC118262253^TNIK_MOUSE^Pkinase^Tm1
LOC118262254	LOC118262254^Tm1
LOC118262255	LOC118262255^NAS15_CAEEL^Astacin^Tm1
LOC118262256	LOC118262256^S20A1_FELCA^S20A1_XENTR^PHO4^Tm9
LOC118262257	LOC118262257^SCPDL_MOUSE^Sacchrp_dh_NADP^sigP^Tm1
LOC118262259	LOC118262259^PARL_MOUSE^PARL_RAT^Rhomboid^Tm1
LOC118262260	LOC118262260^ESTD_HUMAN^Esterase
LOC118262261	LOC118262261^NAS15_CAEEL^Astacin^Tm1
LOC118262262	LOC118262262^FLNB_HUMAN^FLNA_HUMAN^CH^Tm1
LOC118262263	LOC118262263^C3G_DROME^RasGEF^Tm1
LOC118262264	LOC118262264^AP1M_DIPOM^Adap_comp_sub^Tm1
LOC118262265	LOC118262265^sigP^Tm1
LOC118262266	LOC118262266^SICK_DROME^sigP^Tm1
LOC118262267	LOC118262267^PHF20_HUMAN^PHF20_MOUSE^MBD^THAP^sigP^Tm1
LOC118262268	LOC118262268^SGSM3_XENLA^RabGAP-TBC^Tm1
LOC118262269	LOC118262269^MRP4_MOUSE^ABC_membrane^sigP^Tm11
LOC118262270	LOC118262270^MRP4_MOUSE^ABC_membrane^sigP^Tm9
LOC118262271	LOC118262271^POLR_DROME^RVT_1^Tm1
LOC118262272	LOC118262272^SWS_DROME^SWS_DROVI^IQ^cNMP_binding^sigP^Tm1
LOC118262273	LOC118262273^RSP14_MOUSE^Tm1
LOC118262274	LOC118262274^RBP1_DROME^RRM_1
LOC118262275	LOC118262275^E2F3_MOUSE^E2F_TDP
LOC118262276	LOC118262276^JHBP^sigP
LOC118262277	LOC118262277^FSH_DROME^BRD2_HUMAN^BRD2_CANLF^Bromodomain^sigP^Tm1
LOC118262278	LOC118262278^ZFP26_MOUSE^zf-AD^sigP
LOC118262280	LOC118262280^P2R3B_HUMAN^EF-hand_13^Tm1
LOC118262281	LOC118262281^sigP
LOC118262282	LOC118262282^sigP^Tm1
LOC118262283	LOC118262283^sigP
LOC118262284	LOC118262284^sigP
LOC118262285	LOC118262285^DUF5790
LOC118262286	LOC118262286^sigP
LOC118262287	LOC118262287^SDF2_HUMAN^SDF2_BOVIN^MIR^sigP
LOC118262288	LOC118262288^SRA1_HUMAN^SRA1
LOC118262289	LOC118262289^INT4_DROME^sigP
LOC118262290	LOC118262290^POLO_DROME^Pkinase
LOC118262291	LOC118262291^LIPP_MOUSE^Lipase^sigP
LOC118262292	LOC118262292^FSH_DROME^BRD2_CANLF^BRD2_HUMAN^Bromodomain^sigP^Tm1
LOC118262293	LOC118262293^NCAH_DROME^EF-hand_8
LOC118262294	LOC118262294^U5S1_CHICK^EFTUD2^Tm2
LOC118262295	LOC118262295^NOC41_XENLA^NOC4L_CHICK^CBF^sigP
LOC118262296	LOC118262296^COPT1_PONAB^Ctr^sigP^Tm3
LOC118262297	LOC118262297^MPPA_BOVIN^Peptidase_M16
LOC118262298	LOC118262298^ADRO_DROME^Pyr_redox_2^sigP^Tm2
LOC118262299	LOC118262299^SUCB2_PIG^ATP-grasp_2^Tm1
LOC118262300	LOC118262300^RS5_HUMAN^Ribosomal_S7
LOC118262301	LOC118262301^CBPO_BOVIN^Peptidase_M14^sigP
LOC118262302	LOC118262302^ZN184_MOUSE^zf-AD^Tm1
LOC118262303	LOC118262303^PORCN_MOUSE^MBOAT^Tm1
LOC118262304	LOC118262304^BRM_DROME^Bromodomain^QLQ^sigP^Tm1
LOC118262305	LOC118262305^ESTF_MYZPE^EST1_MESAU^COesterase^sigP^Tm1
LOC118262307	LOC118262307^COPT1_PONAB^Ctr^sigP^Tm3
LOC118262308	LOC118262308^NOC41_XENLA^NOC4L_CHICK^CBF^sigP
LOC118262309	LOC118262309^U5S1_CHICK^EFTUD2^Tm2
LOC118262310	LOC118262310^GOGA4_RAT^GOGA4_HUMAN^GRIP^Tm1
LOC118262311	LOC118262311^DXO_BOVIN^RAI1^Tm1
LOC118262312	LOC118262312^ZMAT3_RAT^zf-met
LOC118262313	LOC118262313^RIMS2_HUMAN^FYVE_2^PDZ^Tm1
LOC118262314	LOC118262314^HCFC1_MOUSE^HCF_DROME^sigP^Tm1
LOC118262315	LOC118262315^GFPT1_RAT^GATase_6
LOC118262316	LOC118262316^RFC4_MOUSE^DNA_pol3_delta2
LOC118262317	LOC118262317^RNH2B_XENTR^RNH2B_XENLA^Ydr279_N^Tm1
LOC118262318	LOC118262318^NCS2_CAEEL^EF-hand_8
LOC118262319	LOC118262319^YTHDF_DROME^YTHD2_BOVIN^YTH^sigP^Tm1
LOC118262320	LOC118262320^NOTCH_DROME^EGF^F-box-like^sigP^Tm2
LOC118262321	LOC118262321^ODAD3_BOVIN^Tm1
LOC118262322	LOC118262322^FKB15_MOUSE^sigP^Tm1
LOC118262323	LOC118262323^ZN622_HUMAN^zf-C2H2_jaz^Tm2
LOC118262324	LOC118262324^ARGI_LITCT^Arginase^Tm1
LOC118262325	LOC118262325^Trypsin^sigP
LOC118262326	LOC118262326^sigP^Tm1
LOC118262327	LOC118262327^OR4_AEDAE^7tm_7^Tm6
LOC118262328	LOC118262328^sigP
LOC118262329	LOC118262329^RO60_HUMAN^RO60_XENLA^TROVE^Tm1
LOC118262330	LOC118262330^RING2_PONAB^RNF4_MOUSE^zf-RING_2^Tm2
LOC118262331	LOC118262331^CC28B_MOUSE^CCDC28^Tm1
LOC118262332	LOC118262332^GARL3_CHICK^GARL3_DANRE^Rap_GAP
LOC118262333	LOC118262333^Tm1
LOC118262334	LOC118262334^RO60_HUMAN^RO60_XENLA^TROVE^Tm1
LOC118262335	LOC118262335^RING2_HUMAN^zf-RING_2^Tm2
LOC118262336	LOC118262336^EIF3I_BOMMO^WD40^Tm1
LOC118262337	LOC118262337^ZZZ3_MOUSE^Myb_DNA-binding
LOC118262338	LOC118262338^ZZZ3_MOUSE^Myb_DNA-binding
LOC118262339	LOC118262339^PPP6_RAT^Metallophos
LOC118262340	LOC118262340^CC28B_MOUSE^CCDC28^Tm1
LOC118262342	LOC118262342^NOA1_MOUSE^MMR_HSR1^sigP^Tm1
LOC118262343	LOC118262343^MBTP1_HUMAN^Peptidase_S8^sigP^Tm1
LOC118262344	LOC118262344^sigP^Tm1
LOC118262345	LOC118262345^sigP^Tm1
LOC118262346	LOC118262346^KLK13_HUMAN^KLK8_HUMAN^Trypsin^sigP^Tm1
LOC118262347	LOC118262347^APC15_DANRE^ANAPC15
LOC118262348	LOC118262348^ABCF1_PIG^ABC_tran^sigP^Tm2
LOC118262349	LOC118262349^SPTCA_DROME^Spectrin^sigP
LOC118262350	LOC118262350^RNF13_CHICK^RNF13_PONAB^PA^sigP^Tm1
LOC118262351	LOC118262351^PSUG_ALKMQ^Indigoidine_A
LOC118262352	LOC118262352^CD82_MOUSE^Tetraspanin^Tm4
LOC118262353	LOC118262353^SCYL2_HUMAN^PK_Tyr_Ser-Thr^sigP^Tm1
LOC118262354	LOC118262354^EFHC1_MOUSE^DM10_dom^Tm1
LOC118262355	LOC118262355^MGST1_PIG^MGST1_MOUSE^MAPEG^sigP^Tm3
LOC118262356	LOC118262356^MGST1_MOUSE^MAPEG^Tm6
LOC118262358	LOC118262358^PSUG_ALKMQ^Indigoidine_A^sigP^Tm1
LOC118262359	LOC118262359^CD82_MOUSE^Tetraspanin^Tm4
LOC118262360	LOC118262360^Claudin_2^sigP^Tm4
LOC118262361	LOC118262361^PMP22_Claudin^sigP^Tm4
LOC118262362	LOC118262362^Claudin_2^Tm4
LOC118262363	LOC118262363^AP3D_DROME^Adaptin_N^sigP^Tm2
LOC118262364	LOC118262364^SUCB1_MOUSE^SUCB1_BOVIN^ATP-grasp_2^sigP
LOC118262365	LOC118262365^COMD2_HUMAN^COMM_domain
LOC118262366	LOC118262366^PUR1_DROME^GATase_6^sigP
LOC118262367	LOC118262367^PUR6_DROME^SAICAR_synt
LOC118262368	LOC118262368^sigP^Tm1
LOC118262369	LOC118262369^CREL2_DANRE^DUF3456^sigP^Tm1
LOC118262370	LOC118262370^FA43A_HUMAN^PID_2^sigP^Tm1
LOC118262371	LOC118262371^HENMT_BOMMO^Tm1
LOC118262372	LOC118262372^Tm2
LOC118262373	LOC118262373^CE295_RAT^Tm1
LOC118262374	LOC118262374^EXOC2_DROME^BTRD1^TIG^sigP
LOC118262375	LOC118262375^HIG1A_PONAB^HIG_1_N^Tm2
LOC118262376	LOC118262376^L259_DROME^ABC_membrane^sigP^Tm1
LOC118262377	LOC118262377^DDX23_HUMAN^DEAD^Tm1
LOC118262378	LOC118262378^MOMA1_CAEEL^ApoO^sigP^Tm2
LOC118262379	LOC118262379^EXD2_DROME^DNA_pol_A_exo1
LOC118262380	LOC118262380^Tm1
LOC118262381	LOC118262381^Tm1
LOC118262382	LOC118262382^MRP4_MOUSE^ABC_membrane^Tm11
LOC118262383	LOC118262383^YC17_DROME^CS
LOC118262384	LOC118262384^KCNH7_RAT^KCNH7_HUMAN^Ion_trans^Tm1
LOC118262385	LOC118262385^BYST_BOVIN^Bystin^Tm1
LOC118262386	LOC118262386^AQP_AEDAE^MIP^sigP^Tm5
LOC118262387	LOC118262387^Y2R2_DROME
LOC118262389	LOC118262389^ANM5_MOUSE^PRMT5_TIM^Tm2
LOC118262390	LOC118262390^SURF6_DROME^SURF6^Tm1
LOC118262391	LOC118262391^COQ4_BOMMO^Coq4^Tm1
LOC118262392	LOC118262392^ZNF98_HUMAN^ZFP62_HUMAN^zf-C2H2
LOC118262393	LOC118262393^GAP1_DROME^C2^sigP
LOC118262394	LOC118262394^SRXN1_HUMAN^ParBc
LOC118262395	LOC118262395^VAV_DROME^CH^sigP^Tm1
LOC118262397	LOC118262397^SICK_DROME^CH^sigP^Tm1
LOC118262398	LOC118262398^KCNT1_CHICK^KCNT1_MOUSE^KCNT2_HUMAN^Ion_trans_2^YLP^Tm4
LOC118262399	LOC118262399^CEP43_MACFA^CEP43_HUMAN^Tm1
LOC118262400	LOC118262400^CEP43_MACFA^CEP43_HUMAN^Tm1
LOC118262401	LOC118262401^GABR1_MOUSE^Peripla_BP_6^sigP^Tm7
LOC118262402	LOC118262402^sigP
LOC118262403	LOC118262403^UGGG_DROME^Thioredoxin_12^sigP
LOC118262404	LOC118262404^W11B2_XENTR^WNT11_XENTR^WN10B_DANRE^WN10B_MOUSE^wnt^sigP^Tm1
LOC118262405	LOC118262405^sigP
LOC118262406	LOC118262406^TBL1R_MOUSE^LisH^Prenyltrans
LOC118262407	LOC118262407^DTWD1_RAT^DTW
LOC118262408	LOC118262408^GCP3_DROME^GCP3_XENLA^GCP_N_terminal
LOC118262409	LOC118262409^EST2B_XENLA^ESYT2_HUMAN^SMP_LBD^Tm1
LOC118262410	LOC118262410^sigP
LOC118262411	LOC118262411^RHOL_DROME^Arf
LOC118262412	LOC118262412^NCBP2_BOMMO^RRM_1^Tm1
LOC118262413	LOC118262413^NNTM_MOUSE^NNTM_HUMAN^AlaDh_PNT_N^Tm12
LOC118262414	LOC118262414^MRP4_MOUSE^ABC_membrane^Tm1
LOC118262415	LOC118262415^SLD5_RAT^Sld5
LOC118262416	LOC118262416^DZIP1_DANRE^DZI1L_DANRE^Dzip-like_N^Tm1
LOC118262417	LOC118262417^OPS1_MANSE^7TM_GPCR_Srsx^Tm7
LOC118262418	LOC118262418^CRY1_SYLBO^CRY1_MACFA^CRY1_CHICK^DNA_photolyase^Tm1
LOC118262419	LOC118262419^RL8_SPOFR^Ribosomal_L2
LOC118262420	LOC118262420^CI085_MOUSE^DUF2039
LOC118262421	LOC118262421^LSM10_HUMAN^LSM10_MOUSE^LSM^Tm1
LOC118262422	LOC118262422^COA1_HUMAN^Coa1^Tm1
LOC118262423	LOC118262423^Y7065_DROME^zf-met^sigP^Tm1
LOC118262424	LOC118262424^NICA_DROME^Ncstrn_small^sigP^Tm1
LOC118262426	LOC118262426^CNDP2_BOVIN^Peptidase_M20
LOC118262427	LOC118262427^RFC1_DROME^BRCT^sigP^Tm1
LOC118262428	LOC118262428^sigP^Tm1
LOC118262429	LOC118262429^sigP
LOC118262430	LOC118262430^DUF3693^Tm1
LOC118262431	LOC118262431^PLCB_HUMAN^Acyltransferase^Tm1
LOC118262432	LOC118262432^PLCA_HUMAN^Acyltransferase^Tm4
LOC118262433	LOC118262433^PLCB_HUMAN^Acyltransferase^Tm4
LOC118262434	LOC118262434^SEA^sigP^Tm1
LOC118262435	LOC118262435^RLA0_DROME^YL339_YEAST^RLA0_CERCA^Ribosomal_L10^sigP^Tm1
LOC118262436	LOC118262436^ANM9_XENLA^sigP^Tm1
LOC118262437	LOC118262437^RCCD1_MACFA^RCC1_2
LOC118262438	LOC118262438^ZFP26_MOUSE^zf-AD^sigP^Tm1
LOC118262439	LOC118262439^WASP_HUMAN^WH1
LOC118262440	LOC118262440^NUBPL_HUMAN^ParA^Tm1
LOC118262441	LOC118262441^SURF4_DROME^SURF4^Tm5
LOC118262442	LOC118262442^UBL5_DROME^Ubiquitin_2^Tm1
LOC118262443	LOC118262443^NUP54_DROME^Nup54
LOC118262444	LOC118262444^TF3C6_MOUSE^CGAS_NEMVE^Mab-21^TFIIIC_sub6^Tm1
LOC118262445	LOC118262445^EDF1_CHICK^MBF1^Tm1
LOC118262446	LOC118262446^DDX3_DROME^DDX3_XENLA^DEAD^LRRNT_2^Tm1
LOC118262448	LOC118262448^RBGP1_MOUSE^RBGP1_PONAB^PID^sigP
LOC118262450	LOC118262450^NOTCH_DROME^EGF^sigP^Tm2
LOC118262451	LOC118262451^ACES_ANOGA^COesterase^sigP^Tm1
LOC118262452	LOC118262452^INX1_DROME^INX1_SCHAM^Innexin^Tm4
LOC118262453	LOC118262453^DALY_DROME^Glypican^sigP^Tm1
LOC118262454	LOC118262454^sigP^Tm2
LOC118262455	LOC118262455^S35B4_DANRE^UAA^Tm8
LOC118262456	LOC118262456^MTF2_PONAB^MTF2_MOUSE^PHD^Tm1
LOC118262457	LOC118262457^PLCA_HUMAN^Acyltransferase^Tm2
LOC118262458	LOC118262458^LRC57_XENLA^LRR_8
LOC118262459	LOC118262459^TRPC5_RABIT^Ank_2^sigP^Tm1
LOC118262460	LOC118262460^CUT4_CAEEL^PAN_1^Tm1
LOC118262461	LOC118262461^OR4_AEDAE^7tm_6^sigP^Tm6
LOC118262462	LOC118262462^LIPT2_DANRE^Tm1
LOC118262463	LOC118262463^5HT2B_HUMAN^7tm_1^sigP^Tm1
LOC118262464	LOC118262464^IDHP_MACFA^IDHC_HUMAN^Iso_dh^sigP^Tm1
LOC118262465	LOC118262465^RUMI_CULQU^Glyco_transf_90^sigP^Tm1
LOC118262466	LOC118262466^ACES_ANOGA^COesterase^sigP^Tm1
LOC118262467	LOC118262467^RBM45_HUMAN^DUF4705^RRM_1
LOC118262468	LOC118262468^Myb_DNA-bind_5^Tm1
LOC118262469	LOC118262469^Peptidase_S41_N^Tm1
LOC118262470	LOC118262470^IMP3_HUMAN^Ribosomal_S4
LOC118262471	LOC118262471^CE295_RAT^Tm1
LOC118262472	LOC118262472^HIG1A_PONAB^HIG_1_N^sigP^Tm2
LOC118262473	LOC118262473^SHAKB_DROME^SHAKB_ANOGA^Innexin^sigP^Tm3
LOC118262474	LOC118262474^LGR4_BOVIN^LRR_1^sigP
LOC118262475	LOC118262475^sigP^Tm1
LOC118262476	LOC118262476^sigP^Tm1
LOC118262477	LOC118262477^SMYD3_HUMAN^zf-MYND^sigP^Tm1
LOC118262478	LOC118262478^RBM45_RAT^RRM_1^sigP
LOC118262479	LOC118262479^FZR1_MOUSE^ANAPC4_WD40^Tm1
LOC118262481	LOC118262481^PDRG1_MOUSE^Prefoldin_2
LOC118262482	LOC118262482^CAC1A_DROME^Ion_trans^Tm1
LOC118262483	LOC118262483^PTPA_BOVIN^PTPA^Tm2
LOC118262484	LOC118262484^BCA1_CAEEL^Pro_CA^sigP^Tm1
LOC118262485	LOC118262485^HIG1A_PONAB^HIG_1_N^Tm2
LOC118262486	LOC118262486^ICH_DROME^zf-C2H2^Tm1
LOC118262487	LOC118262487^MB12B_HUMAN^DUF2464
LOC118262488	LOC118262488^DCNL1_MOUSE^UBA_4
LOC118262489	LOC118262489^HR4_DROME^zf-C4^Tm1
LOC118262491	LOC118262491^DPOLA_XENLA^DNA_pol_alpha_N^sigP
LOC118262492	LOC118262492^MCM7_DROME^MCM_N^sigP^Tm1
LOC118262493	LOC118262493^FBP1L_XENLA^FCH^sigP^Tm1
LOC118262494	LOC118262494^INX2_SCHAM^Innexin^Tm4
LOC118262495	LOC118262495^SEA^sigP^Tm1
LOC118262496	LOC118262496^NRF6_CAEEL^NRF^sigP^Tm1
LOC118262497	LOC118262497^HBS1_DROME^HBS1_N^Tm1
LOC118262498	LOC118262498^RRAGA_RAT^Arf
LOC118262499	LOC118262499^sigP
LOC118262500	LOC118262500^MED12_DROME
LOC118262501	LOC118262501^PEO1_DROME^AAA_25^Tm1
LOC118262502	LOC118262502^PGK_DROME^YCQ3_YEAST^PGK^sigP
LOC118262503	LOC118262503^WDS_DROME^WD40
LOC118262504	LOC118262504^sigP^Tm1
LOC118262505	LOC118262505^PHYD1_DANRE^PhyH
LOC118262506	LOC118262506^CREL2_DANRE^DUF3456^sigP^Tm1
LOC118262507	LOC118262507^PACE1_MOUSE^sigP^Tm1
LOC118262508	LOC118262508^PLCA_MOUSE^Acyltransferase^Tm3
LOC118262509	LOC118262509^MGN2_BOVIN^Mago_nashi^Tm2
LOC118262510	LOC118262510^RDH11_HUMAN^adh_short^Tm1
LOC118262512	LOC118262512^METL6_HUMAN^Methyltransf_23
LOC118262513	LOC118262513^CATA_DROME^Catalase^Tm1
LOC118262514	LOC118262514^INT8_DROME^sigP^Tm1
LOC118262515	LOC118262515^LITAF_XENTR^zf-LITAF-like^sigP
LOC118262516	LOC118262516^HACD_CAEEL^HACD2_MOUSE^PTPLA^sigP^Tm4
LOC118262517	LOC118262517^RL30_SPOFR^Ribosomal_L7Ae
LOC118262518	LOC118262518^MTF2_PONAB^PHD^Tm1
LOC118262519	LOC118262519^LRC57_XENLA^LRR_8^sigP
LOC118262520	LOC118262520^PLCB_MOUSE^Tm4
LOC118262521	LOC118262521^RGS3_RAT^CRAM_TRYBB^sigP^Tm1
LOC118262522	LOC118262522^ITIH4_BOVIN^VIT^sigP^Tm2
LOC118262523	LOC118262523^CNGA3_HUMAN^Ion_trans_2^sigP^Tm5
LOC118262524	LOC118262524^PPIE_MOUSE^PPIE_PONAB^RRM_1^Tm1
LOC118262525	LOC118262525^PUR1_DROME^GATase_6^sigP
LOC118262526	LOC118262526^PUR6_DROME^SAICAR_synt
LOC118262527	LOC118262527^ROP_DROME^Sec1^sigP
LOC118262528	LOC118262528^Tm1
LOC118262529	LOC118262529^DUF4771^sigP^Tm1
LOC118262530	LOC118262530^PNR_DROME^GATA^sigP
LOC118262531	LOC118262531^ATF6A_MOUSE^bZIP_1^sigP^Tm1
LOC118262532	LOC118262532^Hexapep_2^Tm2
LOC118262533	LOC118262533^ELP3_CHICK^Radical_SAM
LOC118262534	LOC118262534^KAT_AEDAE^Aminotran_1_2^sigP^Tm1
LOC118262535	LOC118262535^U605_DROME^U605_DROPS^DUF2475^Tm1
LOC118262536	LOC118262536^zf-AD^Tm1
LOC118262537	LOC118262537^BCS1_HUMAN^BCS1_N^Tm1
LOC118262538	LOC118262538^FBP1L_XENLA^FCH^sigP^Tm1
LOC118262539	LOC118262539^FACD2_HUMAN^FancD2^sigP^Tm1
LOC118262540	LOC118262540^RT14_BOVIN^Ribosomal_S14
LOC118262541	LOC118262541^INX1_SCHAM^Innexin^Tm4
LOC118262544	LOC118262544^MTEF5_DROME^Tm1
LOC118262545	LOC118262545^INX2_SCHAM^Innexin^Tm4
LOC118262546	LOC118262546^SPI3_LONON^Serpin^sigP^Tm1
LOC118262547	LOC118262547^FMAR_DROME^7TM_GPCR_Srx^sigP^Tm7
LOC118262548	LOC118262548^sigP^Tm1
LOC118262549	LOC118262549^TMPS9_MOUSE^CTR2_ANOGA^CTR1_ANOGA^Trypsin^sigP
LOC118262550	LOC118262550^UCK_DROME^PRK
LOC118262551	LOC118262551^MP2K7_HUMAN^MP2K7_RAT^Pkinase^Tm1
LOC118262552	LOC118262552^GAPD1_HUMAN^RasGAP^sigP^Tm1
LOC118262553	LOC118262553^ARX_DANRE^ALX4_BOVIN^Homeodomain^Tm1
LOC118262554	LOC118262554^PRDX1_DROME^AhpC-TSA^sigP^Tm1
LOC118262555	LOC118262555^SVEP1_RAT^Sushi^sigP^Tm1
